facebookUrl,commentUrl,commentId,id,feedbackId,date,texto,profileUrl,profilePicture,profileId,profileName,likesCount,commentsCount,comments,threadingDepth,facebookId,postTitle,pageAdLibrary,inputUrl,attachments
https://www.facebook.com/reel/1025338000149044/,https://www.facebook.com/reel/1025338000149044/?comment_id=1291205453099021,1291205453099021,Y29tbWVudDoxNTY5MzgwODY0NTU5MzIzXzEyOTEyMDU0NTMwOTkwMjE=,ZmVlZGJhY2s6MTU2OTM4MDg2NDU1OTMyM18xMjkxMjA1NDUzMDk5MDIx,2026-06-07T16:30:54.000Z,Fui el primer like écheme un saludo 🫡 jaja,https://www.facebook.com/josue.alyd,https://scontent-atl3-2.xx.fbcdn.net/v/t39.30808-1/650337768_10162798443822547_2616395554355062093_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx746x746&ctp=s32x32&_nc_cat=105&ccb=1-7&_nc_sid=1d2534&_nc_ohc=LcY3o4HuKl0Q7kNvwEdJWVp&_nc_oc=AdpyMKMpm_OUoBulhsVEPVViOZ2EpH8H7wy5HYaz8u0Q5yTPAXjePVXxfx0UqnHbIXE&_nc_zt=24&_nc_ht=scontent-atl3-2.xx&_nc_gid=Au5tl2_s43DAaq-4X_p_hg&_nc_ss=72289&oh=00_Af-pYM-mmOrevR7djDZi9B77eHe0-AW0F6uzCeZoJo__Cw&oe=6A2B6C30,591972546,Josue Guerra,2,2.0,[],0,1569380864559323,"Próximamente… NUEVO Parque Del Agua, un nuevo gran parque para la ciudad. 💧🦁","{'id': '384214801745089', 'uri_token': 'SAMUELGARCIASEPULVEDA', 'woodhenge_creator_info': None}",https://www.facebook.com/reel/1025338000149044/,
https://www.facebook.com/reel/1025338000149044/,https://www.facebook.com/reel/1025338000149044/?comment_id=2752414895141326,2752414895141326,Y29tbWVudDoxNTY5MzgwODY0NTU5MzIzXzI3NTI0MTQ4OTUxNDEzMjY=,ZmVlZGJhY2s6MTU2OTM4MDg2NDU1OTMyM18yNzUyNDE0ODk1MTQxMzI2,2026-06-07T16:59:38.000Z,Para que quieres parque de agua si todo el Estados se hunden con un chubasco,,https://scontent-atl3-2.xx.fbcdn.net/v/t39.30808-1/627055247_26054768490822752_8289918410446689629_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx864x864&ctp=s32x32&_nc_cat=105&ccb=1-7&_nc_sid=1d2534&_nc_ohc=i33g1e8pUTMQ7kNvwFSzLYt&_nc_oc=AdpbJvRcDXdUH770r-Xh5T19KtktmdZWaPNFzbrzcRsS6IcKpQZbb1vud2D3BntPQcw&_nc_zt=24&_nc_ht=scontent-atl3-2.xx&_nc_gid=Au5tl2_s43DAaq-4X_p_hg&_nc_ss=72289&oh=00_Af8nBoAPLUzAXHR-PVWHby2FSj9Iwwv8OfqFh9bMWPCyDg&oe=6A2B77E5,100001488711485,Perla Contreras,6,,,0,1569380864559323,"Próximamente… NUEVO Parque Del Agua, un nuevo gran parque para la ciudad. 💧🦁","{'id': '384214801745089', 'uri_token': 'SAMUELGARCIASEPULVEDA', 'woodhenge_creator_info': None}",https://www.facebook.com/reel/1025338000149044/,
https://www.facebook.com/reel/1025338000149044/,https://www.facebook.com/reel/1025338000149044/?comment_id=1698663581421070,1698663581421070,Y29tbWVudDoxNTY5MzgwODY0NTU5MzIzXzE2OTg2NjM1ODE0MjEwNzA=,ZmVlZGJhY2s6MTU2OTM4MDg2NDU1OTMyM18xNjk4NjYzNTgxNDIxMDcw,2026-06-07T16:37:42.000Z,Ojala la gente se porte a la altura se civilice y aprenda a cuidar.a respetar y apreciar la.evolucion que se pone a disposicion de todos .,https://www.facebook.com/lidia.araiza.524,https://scontent-atl3-3.xx.fbcdn.net/v/t1.30497-1/453178253_471506465671661_2781666950760530985_n.png?stp=cp0_dst-png&cstp=mx2048x2048&ctp=s32x32&_nc_cat=1&ccb=1-7&_nc_sid=136b72&_nc_ohc=hvopk0jrVdcQ7kNvwFLx0Rq&_nc_oc=AdqpQLHgH4OjTA0AEFzZc9G3DiFK8PqzJfobwwJ60FavjuJBtfIgHWzL316XS0a4saI&_nc_zt=24&_nc_ht=scontent-atl3-3.xx&_nc_ss=72289&oh=00_Af9yP-qfQfTOJ5T5-18DJaGlP5i-VrBCfgX23QKyJkmsRA&oe=6A4D2F3A,pfbid0rdo3zFrsUR6VUwiTY4jRYjXTfHxPbFCbLtk1SeWkTeK2YitCYVeqdEQvVX3wobrql,Lidia Araiza,6,2.0,[],0,1569380864559323,"Próximamente… NUEVO Parque Del Agua, un nuevo gran parque para la ciudad. 💧🦁","{'id': '384214801745089', 'uri_token': 'SAMUELGARCIASEPULVEDA', 'woodhenge_creator_info': None}",https://www.facebook.com/reel/1025338000149044/,
https://www.facebook.com/reel/1025338000149044/,https://www.facebook.com/reel/1025338000149044/?comment_id=2233668070505296,2233668070505296,Y29tbWVudDoxNTY5MzgwODY0NTU5MzIzXzIyMzM2NjgwNzA1MDUyOTY=,ZmVlZGJhY2s6MTU2OTM4MDg2NDU1OTMyM18yMjMzNjY4MDcwNTA1Mjk2,2026-06-07T16:31:32.000Z,Te luciste Samuel 🐯🔝👊🏼 en tiempo y forma,https://www.facebook.com/angel.gomez.91145,https://scontent-atl3-3.xx.fbcdn.net/v/t39.30808-1/670178048_1641590837295930_8066669588565276522_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx828x828&ctp=s32x32&_nc_cat=100&ccb=1-7&_nc_sid=e99d92&_nc_ohc=rnS9H89_ssgQ7kNvwHiD1WM&_nc_oc=AdqcPTvvngYe9DJVY986u9MXsPN_TzvlUY2PIuXaCvrC-DQmPUzjzOk-GoRwfNwxbRU&_nc_zt=24&_nc_ht=scontent-atl3-3.xx&_nc_gid=Au5tl2_s43DAaq-4X_p_hg&_nc_ss=72289&oh=00_Af-Vn0y_IBQg7X3RzZneTgSgIRWODgtgl8YURT1xGsRpKg&oe=6A2B8478,pfbid02RD298D29LVA4tC46PEgW2gVToK9QkvmoRR5NAFa5ukiPBVphKBMYfj93uatTn6k6l,Angel Gomez,9,,,0,1569380864559323,"Próximamente… NUEVO Parque Del Agua, un nuevo gran parque para la ciudad. 💧🦁","{'id': '384214801745089', 'uri_token': 'SAMUELGARCIASEPULVEDA', 'woodhenge_creator_info': None}",https://www.facebook.com/reel/1025338000149044/,
https://www.facebook.com/reel/1025338000149044/,https://www.facebook.com/reel/1025338000149044/?comment_id=2078783456374943,2078783456374943,Y29tbWVudDoxNTY5MzgwODY0NTU5MzIzXzIwNzg3ODM0NTYzNzQ5NDM=,ZmVlZGJhY2s6MTU2OTM4MDg2NDU1OTMyM18yMDc4NzgzNDU2Mzc0OTQz,2026-06-07T16:50:09.000Z,No he ido aún . Pero se ve muy padre ..,https://www.facebook.com/josemarcos.garcia.98,https://scontent-atl3-3.xx.fbcdn.net/v/t39.30808-1/688519492_26858791227086342_7443811885496325405_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx720x720&ctp=s32x32&_nc_cat=100&ccb=1-7&_nc_sid=e99d92&_nc_ohc=VVvx1IQCzAEQ7kNvwHm_5U3&_nc_oc=Adr9_i9etwhxfgFwm7cm5yVzg1MOu2icqSd6f_QkS7KdMuyKV14mjMtpGD891rLJ5VM&_nc_zt=24&_nc_ht=scontent-atl3-3.xx&_nc_gid=Au5tl2_s43DAaq-4X_p_hg&_nc_ss=72289&oh=00_Af9vRqzy5_9cBIJMy-AzeeaVbCJ-q_zK4W5qg7ZVFh-HhQ&oe=6A2B8123,pfbid02kwYSMQHLVSBSCMYiwkpRNcKyFkfZ9fpNbgGjrdBG4KvQRSt7KaUmf4ZBWEMFG7TYl,Jose Marcos Garcia,0,,,0,1569380864559323,"Próximamente… NUEVO Parque Del Agua, un nuevo gran parque para la ciudad. 💧🦁","{'id': '384214801745089', 'uri_token': 'SAMUELGARCIASEPULVEDA', 'woodhenge_creator_info': None}",https://www.facebook.com/reel/1025338000149044/,
https://www.facebook.com/reel/1025338000149044/,https://www.facebook.com/reel/1025338000149044/?comment_id=1685748859237885,1685748859237885,Y29tbWVudDoxNTY5MzgwODY0NTU5MzIzXzE2ODU3NDg4NTkyMzc4ODU=,ZmVlZGJhY2s6MTU2OTM4MDg2NDU1OTMyM18xNjg1NzQ4ODU5MjM3ODg1,2026-06-07T16:36:41.000Z,Que chulada,,https://scontent-atl3-3.xx.fbcdn.net/v/t39.30808-1/573332908_10162038942639080_7578963770708643404_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx960x958&ctp=s32x32&_nc_cat=109&ccb=1-7&_nc_sid=1d2534&_nc_ohc=kqGFpw_9ZvMQ7kNvwFQFd1U&_nc_oc=AdoHZ7OFsv80-mUY1fuWpqNzYGO13z5aGzln4ZrX71Uyf-c7sjp8rrCMiXIV5A_YOpw&_nc_zt=24&_nc_ht=scontent-atl3-3.xx&_nc_gid=Au5tl2_s43DAaq-4X_p_hg&_nc_ss=72289&oh=00_Af-W8sR8DHLyk_FG21K-oI0U9N4XD00g3WgRAYO04yBjtg&oe=6A2B87D7,547249079,Guille Ramirez,0,,,0,1569380864559323,"Próximamente… NUEVO Parque Del Agua, un nuevo gran parque para la ciudad. 💧🦁","{'id': '384214801745089', 'uri_token': 'SAMUELGARCIASEPULVEDA', 'woodhenge_creator_info': None}",https://www.facebook.com/reel/1025338000149044/,
https://www.facebook.com/reel/1025338000149044/,https://www.facebook.com/reel/1025338000149044/?comment_id=2183059139150854,2183059139150854,Y29tbWVudDoxNTY5MzgwODY0NTU5MzIzXzIxODMwNTkxMzkxNTA4NTQ=,ZmVlZGJhY2s6MTU2OTM4MDg2NDU1OTMyM18yMTgzMDU5MTM5MTUwODU0,2026-06-07T16:41:05.000Z,Dejarán entrar a mascotas,https://www.facebook.com/erik.hernandez.1272,https://scontent-atl3-3.xx.fbcdn.net/v/t39.30808-1/400124213_7071255012914021_4619112569105666252_n.jpg?stp=c0.125.720.720a_cp0_dst-jpg_tt6&cstp=mx720x720&ctp=s32x32&_nc_cat=111&ccb=1-7&_nc_sid=e99d92&_nc_ohc=K14FpWWJbvQQ7kNvwGAebnm&_nc_oc=AdqVAo_jU3uui1adhDF4l0IZbsDlMPoN42F4SkuCnnYmsTiM-1tu3betn8myTiFcvUY&_nc_zt=24&_nc_ht=scontent-atl3-3.xx&_nc_gid=Au5tl2_s43DAaq-4X_p_hg&_nc_ss=72289&oh=00_Af8dJ8AEk2_uhsLx4c6CutbXf17sx88rB_DUAfA_lm1SUQ&oe=6A2B7FA2,pfbid0mH6Hufe4G55t4pUY6G7VbDggubPd9xW991NQ3sqmGP6RomWu9FJ5j3FEfQ3qrSmil,Erik Andre Hernandez,1,2.0,[],0,1569380864559323,"Próximamente… NUEVO Parque Del Agua, un nuevo gran parque para la ciudad. 💧🦁","{'id': '384214801745089', 'uri_token': 'SAMUELGARCIASEPULVEDA', 'woodhenge_creator_info': None}",https://www.facebook.com/reel/1025338000149044/,
https://www.facebook.com/reel/1025338000149044/,https://www.facebook.com/reel/1025338000149044/?comment_id=1689887892134569,1689887892134569,Y29tbWVudDoxNTY5MzgwODY0NTU5MzIzXzE2ODk4ODc4OTIxMzQ1Njk=,ZmVlZGJhY2s6MTU2OTM4MDg2NDU1OTMyM18xNjg5ODg3ODkyMTM0NTY5,2026-06-07T17:01:26.000Z,Otro proyecto con 5 inauguraciones Sammy?,https://www.facebook.com/paackoo,https://scontent-atl3-3.xx.fbcdn.net/v/t39.30808-1/464328075_10170022211865093_6681299083761990583_n.jpg?stp=c0.97.469.469a_cp0_dst-jpg_tt6&cstp=mx469x469&ctp=s32x32&_nc_cat=109&ccb=1-7&_nc_sid=1d2534&_nc_ohc=Tt2cFVk6ODMQ7kNvwF81o2n&_nc_oc=AdoBYgNx446pN1UE7Z-fjDalCaIBorY2mUQkeJpX-Mdoe-cpyOS1yHwNSjIKdSdnoWU&_nc_zt=24&_nc_ht=scontent-atl3-3.xx&_nc_gid=Au5tl2_s43DAaq-4X_p_hg&_nc_ss=72289&oh=00_Af9xjUD_fJLAwoeKtn-eD_Sg071Q5eWQotnzc8jysVQxVg&oe=6A2B8653,897650092,Packo Peña,4,2.0,[],0,1569380864559323,"Próximamente… NUEVO Parque Del Agua, un nuevo gran parque para la ciudad. 💧🦁","{'id': '384214801745089', 'uri_token': 'SAMUELGARCIASEPULVEDA', 'woodhenge_creator_info': None}",https://www.facebook.com/reel/1025338000149044/,
https://www.facebook.com/reel/1025338000149044/,https://www.facebook.com/reel/1025338000149044/?comment_id=1723756208621331,1723756208621331,Y29tbWVudDoxNTY5MzgwODY0NTU5MzIzXzE3MjM3NTYyMDg2MjEzMzE=,ZmVlZGJhY2s6MTU2OTM4MDg2NDU1OTMyM18xNzIzNzU2MjA4NjIxMzMx,2026-06-07T16:45:17.000Z,Felicidades Sr. Gobernador,,https://scontent-atl3-3.xx.fbcdn.net/v/t1.30497-1/453178253_471506465671661_2781666950760530985_n.png?stp=cp0_dst-png&cstp=mx2048x2048&ctp=s32x32&_nc_cat=1&ccb=1-7&_nc_sid=136b72&_nc_ohc=hvopk0jrVdcQ7kNvwFLx0Rq&_nc_oc=AdqpQLHgH4OjTA0AEFzZc9G3DiFK8PqzJfobwwJ60FavjuJBtfIgHWzL316XS0a4saI&_nc_zt=24&_nc_ht=scontent-atl3-3.xx&_nc_ss=72289&oh=00_Af9yP-qfQfTOJ5T5-18DJaGlP5i-VrBCfgX23QKyJkmsRA&oe=6A4D2F3A,pfbid02pZ7iX5ykC36H2E17zbe3M18hEmFmpRiAqHsfBauNLhp4cUDtXK54a9E2zi9NrB6vl,Lupina Domínguez,3,,,0,1569380864559323,"Próximamente… NUEVO Parque Del Agua, un nuevo gran parque para la ciudad. 💧🦁","{'id': '384214801745089', 'uri_token': 'SAMUELGARCIASEPULVEDA', 'woodhenge_creator_info': None}",https://www.facebook.com/reel/1025338000149044/,
https://www.facebook.com/reel/1025338000149044/,https://www.facebook.com/reel/1025338000149044/?comment_id=4433425493581410,4433425493581410,Y29tbWVudDoxNTY5MzgwODY0NTU5MzIzXzQ0MzM0MjU0OTM1ODE0MTA=,ZmVlZGJhY2s6MTU2OTM4MDg2NDU1OTMyM180NDMzNDI1NDkzNTgxNDEw,2026-06-07T17:39:56.000Z,Se puede llevar mascotas?,https://www.facebook.com/monyy.benitez,https://scontent-atl3-3.xx.fbcdn.net/v/t39.30808-1/687828014_4429370263965297_365643412684559116_n.jpg?stp=c7.0.688.688a_cp0_dst-jpg_tt6&cstp=mx688x688&ctp=s32x32&_nc_cat=110&ccb=1-7&_nc_sid=e99d92&_nc_ohc=n4l9JK5viHIQ7kNvwHmcccR&_nc_oc=Adqa_C4lekhyPAo2LmquGAOEQ05UNwG23qU0yb7nvKML0SkQWuZAMZQPAzfSuO0N9FE&_nc_zt=24&_nc_ht=scontent-atl3-3.xx&_nc_gid=Au5tl2_s43DAaq-4X_p_hg&_nc_ss=72289&oh=00_Af90y1Ei2R4VjXZ_5tnXMPdv1IcBxBucPc9Rt-MIbOSdbA&oe=6A2B7BB6,pfbid0cNrbPf1PrgiAZbMoJ8JEtB37YsDGBXfvFW8aLAy8DpFogQT36GHtFX1awCNAt6pgl,Monyy Benitez,0,,,0,1569380864559323,"Próximamente… NUEVO Parque Del Agua, un nuevo gran parque para la ciudad. 💧🦁","{'id': '384214801745089', 'uri_token': 'SAMUELGARCIASEPULVEDA', 'woodhenge_creator_info': None}",https://www.facebook.com/reel/1025338000149044/,
